title,artist,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Immortal Queen (feat. Chaka Khan & Neneh Cherry),"Sia, Neneh Cherry, Chaka Khan",0.563,0.789,6,-4.766,0.0362,0.00325,2.67e-06,0.108,0.406,87.954
I Forgive You - (Chromeo Remix) [radio edit],"Sia, Chromeo",0.698,0.78,6,-5.025,0.0488,0.0103,2.77e-06,0.315,0.396,118.953
Murder On The Dancefloor - David Guetta Remix,"Sophie Ellis-Bextor, David Guetta",0.746,0.808,1,-5.709,0.0328,0.00797,0.0168,0.168,0.118,127.024
Lioness,"Swedish House Mafia, Niki & The Dove",0.515,0.667,9,-5.188,0.199,0.0246,0.0015,0.107,0.192,127.948
DEVIL IS A LIE,Tommy Richman,0.904,0.452,9,-7.272,0.132,0.174,0.0,0.115,0.613,90.026
Let me go OH OH,"Tove Lo, SG Lewis",0.71,0.63,4,-4.159,0.0428,0.000523,0.000653,0.103,0.745,123.023
Symphony (feat. Zara Larsson),"Clean Bandit, Zara Larsson",0.715,0.605,0,-5.128,0.0428,0.239,1.41e-05,0.189,0.454,122.956
Someday Soon,ClockClock,0.794,0.832,7,-5.361,0.0391,0.179,0.0,0.137,0.814,127.99
Luktelk,Silvester Belt,0.762,0.954,11,-5.94,0.0544,0.435,0.000433,0.0825,0.361,139.992
Eusexua,FKA twigs,0.645,0.559,9,-14.292,0.0763,0.599,0.162,0.113,0.106,142.934
Bloom,"Deepend, LAST CALL, Horxata",0.634,0.872,5,-4.901,0.0417,0.291,0.0586,0.499,0.613,104.982
la pluie,Louane,0.795,0.533,7,-5.777,0.112,0.344,0.0,0.106,0.329,119.929
Fakest Bitch,London Grammar,0.306,0.396,11,-8.214,0.0354,0.858,0.0,0.11,0.265,74.203
House,London Grammar,0.572,0.64,11,-6.885,0.0343,0.0872,1.49e-05,0.196,0.325,159.906
Cruise,ROYA,0.546,0.945,9,-4.622,0.0557,0.313,0.762,0.0828,0.0737,119.945
Halo,Rea Garvey,0.56,0.544,11,-6.329,0.0299,0.204,0.0,0.127,0.178,128.986
Sailor Song,Gigi Perez,0.492,0.416,11,-10.439,0.0254,0.686,8.61e-05,0.203,0.297,94.926
The Way I Want It,Loi,0.749,0.715,1,-4.093,0.049,0.191,0.0,0.226,0.532,97.981
Beautiful Day,Mike Posner,0.656,0.661,6,-7.495,0.0313,0.0854,8.33e-06,0.221,0.317,123.96
Ciao,Laura Pausini,0.685,0.742,9,-5.512,0.0312,0.0581,0.0,0.118,0.369,121.984
Happy Mistake,Lady Gaga,0.416,0.292,0,-8.357,0.0259,0.191,1.63e-06,0.108,0.155,82.811
In Your Hands,Craig David,0.729,0.692,11,-5.287,0.0296,0.0198,0.0,0.165,0.707,124.016
My Forever (feat. Cecile Believe),"SOPHIE, Cecile Believe",0.802,0.583,8,-9.282,0.0354,0.0707,0.746,0.104,0.397,102.979
Lights Camera Action,Kylie Minogue,0.751,0.756,9,-7.159,0.0409,0.0506,0.000286,0.0903,0.487,127.005
Silverlines - prod. Labrinth,"Damiano David, Labrinth",0.348,0.41,1,-4.712,0.0326,0.413,1.43e-06,0.325,0.291,80.262
Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",0.769,0.722,11,-5.485,0.0507,0.0584,2.56e-06,0.111,0.57,119.973
Stars Will Align,"Kygo, Imagine Dragons",0.601,0.75,1,-6.33,0.0305,0.451,9.45e-05,0.0559,0.146,111.984
Come On,"Dimitri Vegas & Like Mike, NMIXX",0.648,0.881,4,-4.174,0.0651,0.0323,0.000147,0.441,0.573,130.935
More - Techno Mix,"KALUMA, Austin Christopher",0.67,0.883,4,-4.888,0.0995,0.28,4.13e-05,0.247,0.545,145.033
Dieses Leben,"Crystal Rock, Robin White, erobé",0.624,0.909,2,-5.172,0.115,0.00215,6.29e-05,0.219,0.29,169.961
Soltera,Shakira,0.841,0.752,2,-4.735,0.105,0.167,0.00046,0.949,0.67,100.076
Neverender - Radio Edit,"Justice, Tame Impala",0.541,0.673,6,-7.842,0.103,0.0338,4.23e-06,0.0951,0.078,118.99
Lost In Space (PNAU Remix),"Foster The People, PNAU",0.732,0.721,0,-6.233,0.0442,0.0201,0.281,0.332,0.687,127.005
All I Have,RY X,0.293,0.327,1,-13.808,0.0716,0.863,0.661,0.1,0.323,180.931
Pensamientos Intrusivos,Kali Uchis,0.709,0.559,9,-8.333,0.0394,0.575,0.0129,0.11,0.511,119.994
A Love International,Khruangbin,0.569,0.502,0,-10.571,0.0334,0.0111,0.833,0.612,0.788,100.206
run away girl - black sands version,Alice Merton,0.619,0.599,1,-7.828,0.0426,0.621,4.11e-05,0.108,0.206,140.139
Austin,Dasha,0.75,0.671,0,-6.753,0.0532,0.468,3.75e-06,0.108,0.738,114.902
More Than a Love Song,Black Pumas,0.498,0.79,7,-4.234,0.182,0.145,3.14e-05,0.133,0.49,94.091
Spite,Omar Apollo,0.735,0.616,8,-6.308,0.0853,0.152,0.0239,0.136,0.604,98.063
Senna,Haux,0.751,0.55,3,-13.796,0.158,0.501,0.286,0.108,0.49,145.982
DAUGHTER,Beyoncé,0.374,0.448,9,-10.04,0.0364,0.789,0.0,0.118,0.386,114.108
"Pure Imagination (from ""Wonka"")",Timothée Chalamet,0.491,0.0964,6,-14.795,0.041,0.737,0.0,0.117,0.122,106.067
Highlights,Sasha Alex Sloan,0.734,0.169,9,-12.166,0.0377,0.85,0.0,0.104,0.455,112.07
The Craving - single version,Twenty One Pilots,0.538,0.661,7,-5.302,0.0321,0.398,0.0,0.243,0.419,159.617
normal,LUNA,0.496,0.599,1,-5.422,0.304,0.828,0.0,0.111,0.345,169.927
Less of You,Omar Apollo,0.786,0.803,2,-6.486,0.0423,0.0226,0.751,0.116,0.526,126.003
Lost In Space - Radio Edit,Foster The People,0.799,0.861,7,-3.304,0.0468,0.0424,0.00817,0.0647,0.691,122.421
100 km/h,Bausa,0.406,0.566,4,-8.601,0.048,0.435,0.0273,0.0979,0.176,151.303
1+1=11 - Edit,Peggy Gou,0.55,0.926,1,-5.146,0.0318,0.00964,0.893,0.159,0.604,130.993
360 featuring robyn & yung lean,"Charli xcx, Robyn, Yung Lean",0.928,0.649,0,-6.744,0.054,0.427,0.000179,0.135,0.951,120.011
Afterimage,"Justice, RIMON",0.643,0.712,1,-9.192,0.0496,0.000237,0.714,0.548,0.736,111.991
All to Myself,"Future, Metro Boomin, The Weeknd",0.734,0.539,4,-7.244,0.0429,0.0623,1.54e-05,0.309,0.18,117.98
All You Children,"Jamie xx, The Avalanches",0.759,0.82,10,-7.553,0.0465,0.00392,0.112,0.561,0.425,119.88
Alright,Victoria Monét,0.788,0.528,11,-6.688,0.0707,0.273,0.00295,0.103,0.488,107.93
Always Forever,Romy,0.557,0.889,9,-6.452,0.0351,0.00399,0.141,0.323,0.266,126.017
another world,Saro,0.489,0.356,11,-10.386,0.0285,0.57,0.822,0.255,0.239,124.03
Aura,"Gordo, NTO",0.629,0.547,9,-8.723,0.0324,0.0575,0.0603,0.11,0.127,120.997
Baby Blue Movie,Cigarettes After Sex,0.597,0.614,8,-9.243,0.0344,0.35,0.791,0.13,0.531,105.011
Baby Tu,Luca Vasta,0.745,0.652,9,-5.986,0.0328,0.164,4.13e-05,0.0999,0.75,117.01
back from the dead (with mxmtoon),"Lyn Lapid, mxmtoon",0.708,0.617,2,-8.743,0.0395,0.58,0.0961,0.0999,0.496,122.017
Back To One,Peggy Gou,0.8,0.823,9,-5.571,0.123,0.0109,0.0527,0.0568,0.917,126.036
Best Life,"Ben Böhmer, JONAH",0.556,0.78,8,-5.699,0.0286,0.156,0.452,0.127,0.368,134.999
BET,METTE,0.73,0.839,9,-6.441,0.0565,0.00207,3.13e-05,0.125,0.855,125.024
BET YOU NEVER,SBTRKT,0.589,0.888,6,-5.417,0.113,0.00112,0.808,0.109,0.141,132.27
BITTERSUITE,Billie Eilish,0.521,0.254,9,-14.409,0.0399,0.815,0.884,0.114,0.153,125.021
B.O.A.T.,Camila Cabello,0.693,0.201,7,-8.978,0.0372,0.845,0.0,0.118,0.219,133.232
Breakers Roar,Sturgill Simpson,0.369,0.31,11,-13.384,0.0309,0.669,0.514,0.245,0.165,84.41
Broke My Heart,Caribou,0.814,0.795,5,-5.504,0.0635,0.0787,0.822,0.0349,0.742,140.025
change.,KANTEREIT,0.752,0.406,8,-11.231,0.129,0.563,0.442,0.217,0.215,99.989
Chills (Feel My Love),"Oliver Heldens, David Guetta, FAST BOY",0.569,0.947,3,-4.216,0.0402,0.00129,0.00595,0.131,0.314,134.997
Cinémed,"Kazy Lambist, Glasses",0.491,0.882,9,-5.758,0.0286,0.0206,0.721,0.0796,0.677,156.97
COLOGNE,Emmit Fenn,0.785,0.562,8,-9.769,0.0819,0.615,0.304,0.167,0.494,120.002
control.,KANTEREIT,0.752,0.617,0,-12.475,0.0886,0.207,0.874,0.354,0.133,111.0
Cry on the Dance Floor,Paloma Faith,0.788,0.859,6,-3.582,0.109,0.00803,0.000131,0.0601,0.833,129.942
dark days,"Moby, Lady Blackbird",0.569,0.807,2,-7.473,0.0369,0.0495,0.197,0.131,0.363,105.973
Deep End,serpentwithfeet,0.576,0.455,2,-12.083,0.0528,0.698,0.000451,0.111,0.373,105.8
DESNUDA,BLANCO,0.747,0.618,10,-3.563,0.133,0.388,0.0,0.336,0.65,90.093
Dial Drunk (with Post Malone),"Noah Kahan, Post Malone",0.669,0.606,8,-7.193,0.0292,0.124,0.0,0.112,0.69,112.108
Dive,Blackbird Blackbird,0.664,0.617,8,-11.286,0.0413,0.153,0.293,0.114,0.713,127.021
Don't You Cry,"Sunday Scaries, Discrete",0.647,0.834,7,-5.279,0.0342,0.0748,0.305,0.0833,0.0478,128.001
The Door - CYRIL Remix,"Teddy Swims, CYRIL",0.851,0.511,8,-7.603,0.0775,0.0824,0.0,0.125,0.322,127.984
Ellipsis,"serpentwithfeet, Orion Sun",0.728,0.599,7,-9.269,0.0314,0.531,0.61,0.145,0.403,136.028
es darf keiner sehen,LUNA,0.696,0.407,5,-6.234,0.0515,0.774,0.0,0.138,0.505,143.754
Fall At Your Feet (with Dean Lewis),"CYRIL, Dean Lewis",0.607,0.638,0,-7.26,0.0547,0.176,3.83e-06,0.775,0.15,123.894
fall back,"Moby, Akemi Fox",0.584,0.755,4,-8.249,0.0451,0.0874,0.00247,0.104,0.507,102.006
Falling Deep,Will Young,0.669,0.736,11,-7.414,0.0742,0.197,1.08e-06,0.172,0.822,82.058
Fantastico,Giovanni Zarrella,0.903,0.845,11,-4.448,0.108,0.025,1.87e-06,0.115,0.802,122.999
Farben in Bunt,Czeslo,0.691,0.612,10,-10.407,0.202,0.716,0.0303,0.0851,0.35,149.939
Feel It,"Cupidon, Milaa",0.774,0.652,1,-6.424,0.125,0.432,0.115,0.0775,0.456,120.908
Florida!!! (feat. Florence + The Machine),"Taylor Swift, Florence + The Machine",0.533,0.573,0,-7.123,0.138,0.178,0.0,0.309,0.398,150.088
Fortnight (feat. Post Malone) - BLOND:ISH Remix,"Taylor Swift, Post Malone, BLOND:ISH",0.766,0.699,11,-7.118,0.0469,0.0117,0.00241,0.082,0.465,126.99
French Exit,Dua Lipa,0.701,0.593,9,-6.535,0.0529,0.0164,1.63e-05,0.0709,0.772,106.979
Friends,"Naughty Boy, Kah-Lo",0.646,0.655,9,-5.644,0.0595,0.128,3.24e-06,0.182,0.246,123.973
Gara (feat. Ayra Starr),"Tiwa Savage, Ayra Starr",0.893,0.682,7,-9.01,0.124,0.0432,1.5e-05,0.0935,0.584,117.992
"Genesis, pt. ii",RAYE,0.366,0.791,2,-5.036,0.22,0.126,0.0,0.245,0.38,159.303
Give Me Everything - Stripped Down,Archer Marsh,0.485,0.302,3,-6.704,0.101,0.768,0.049,0.0755,0.246,160.947
Glad I Found You,"Elderbrook, George FitzGerald",0.623,0.752,1,-5.764,0.0284,0.00129,0.0164,0.0737,0.0939,120.028
Godspeed (feat. DJ E-Clyps),"The Blessed Madonna, DJ E-Clyps",0.859,0.589,10,-6.858,0.0482,0.00534,0.409,0.327,0.577,120.01
Happy Survival (feat. Khruangbin),"Childish Gambino, Khruangbin",0.776,0.661,8,-9.7,0.313,0.0207,0.823,0.0962,0.645,153.804
The Hardest Part,Washed Out,0.653,0.788,7,-6.646,0.0328,0.000199,5.69e-05,0.108,0.546,120.001
Heat,orbit,0.646,0.702,5,-10.3,0.0465,0.245,0.198,0.176,0.621,106.94
Heatstroke,Khalid,0.692,0.794,9,-6.669,0.0278,0.00877,0.121,0.242,0.952,131.996
Heatstroke,"Aluna, Paul Woolford",0.672,0.883,5,-5.488,0.0607,0.00207,0.254,0.162,0.916,128.01
Heaven,"Toro y Moi, Kevin Abstract, Lev",0.578,0.537,10,-5.77,0.0331,0.126,0.0,0.123,0.293,140.234
Heavy,Dotan,0.52,0.224,1,-12.847,0.0441,0.87,0.406,0.11,0.453,147.819
Hello World - Song of the Olympics™,"Gwen Stefani, Anderson .Paak",0.698,0.861,11,-4.039,0.057,0.0672,1.22e-05,0.095,0.929,122.095
HERicane,Lucky Daye,0.739,0.686,7,-6.317,0.0479,0.244,0.00145,0.0963,0.743,95.0
High,Jorja Smith,0.735,0.854,0,-5.002,0.0839,0.0311,0.162,0.123,0.625,123.987
Hold Me Up (Thank You),Khruangbin,0.638,0.569,2,-11.601,0.0365,0.0952,0.805,0.125,0.671,105.079
Home - Single Version,Bat For Lashes,0.617,0.333,0,-12.986,0.0326,0.236,0.191,0.116,0.373,98.887
Honey - Mura Masa Chill Remix,"Troye Sivan, Mura Masa",0.776,0.88,1,-6.979,0.0402,0.026,0.00255,0.185,0.209,120.026
Hot Honey,LION BABE,0.771,0.823,1,-7.475,0.0488,0.00265,0.564,0.161,0.908,125.982
House - Solomun Remix,"London Grammar, Solomun",0.72,0.708,1,-8.923,0.0328,0.000227,0.337,0.0938,0.0607,130.01
How,Omar Apollo,0.694,0.621,2,-7.725,0.0339,0.0143,0.0218,0.177,0.35,120.017
How Sweet,NewJeans,0.803,0.895,1,-2.888,0.0623,0.0816,5.67e-06,0.154,0.757,124.994
Ich liebe dich für immer,Blumengarten,0.666,0.561,8,-7.96,0.0751,0.105,0.00193,0.0825,0.345,119.134
I'M GAY,Todrick Hall,0.853,0.849,8,-3.728,0.228,0.205,0.0,0.548,0.914,126.993
Incomplete Dreaming,George FitzGerald,0.533,0.848,0,-6.991,0.0291,0.000983,0.902,0.237,0.198,124.004
Incredible (feat. Labrinth),"Sia, Labrinth",0.754,0.557,4,-6.564,0.0544,0.484,0.0232,0.198,0.459,85.974
Infinity Sex,Justin Timberlake,0.849,0.599,10,-5.968,0.11,0.141,0.00016,0.155,0.589,114.984
In The Dark,Roosevelt,0.608,0.861,8,-4.744,0.0479,0.000922,0.00291,0.0879,0.96,121.015
In The Night (feat. Jorja Smith & Amaarae),"Childish Gambino, Jorja Smith, Amaarae",0.69,0.59,5,-9.624,0.093,0.0468,0.173,0.158,0.356,96.098
Invisibilidad,ARON,0.709,0.759,10,-6.153,0.0342,0.00859,0.0,0.0942,0.625,108.051
It Was Always You (Siempre Fuiste Tú),"Carin Leon, Leon Bridges",0.686,0.699,1,-6.468,0.178,0.0851,1.66e-06,0.0793,0.488,139.893
I Was A Sailor,Miike Snow,0.644,0.821,0,-4.222,0.0329,0.0252,0.346,0.0698,0.396,106.049
I Was Stone - Live at Hangar 30,SYML,0.325,0.25,8,-13.182,0.0367,0.887,0.109,0.127,0.116,114.878
Jade Green,Kacey Musgraves,0.641,0.602,9,-7.803,0.0331,0.749,0.0164,0.187,0.189,121.969
Jahrmarkt,K.I.Z,0.533,0.853,5,-5.483,0.0355,0.0548,3.25e-05,0.237,0.866,75.015
Just a Dance,"Alfie Templeman, Nile Rodgers",0.786,0.899,6,-4.044,0.0621,0.0383,5.69e-05,0.274,0.961,118.014
Kal Yanimda,AYLIVA,0.364,0.365,11,-9.496,0.0281,0.462,0.0,0.204,0.352,97.923
KARMA,The Kolors,0.557,0.898,6,-3.17,0.119,0.00861,0.0,0.351,0.627,168.997
Kimbara,Barry Can't Swim,0.62,0.869,4,-5.566,0.0486,0.00183,0.488,0.296,0.845,125.031
Kind Of Man,London Grammar,0.601,0.843,11,-6.763,0.108,0.0423,0.00223,0.397,0.417,176.056
Lately,RÜFÜS DU SOL,0.562,0.898,1,-5.442,0.0277,0.0291,0.282,0.4,0.397,125.998
Liar,Silia Kapsis,0.698,0.862,10,-6.938,0.0864,0.0771,0.000103,0.124,0.333,100.009
Lift You Up,"Jessie Ware, Romy",0.698,0.918,10,-4.216,0.0505,0.00333,1.65e-06,0.063,0.817,125.0
Losing Game,"Durante, SOHN",0.41,0.563,2,-9.571,0.0388,0.339,0.588,0.096,0.0381,123.982
Lost in Life - Roosevelt Remix,"FIL BO RIVA, Roosevelt",0.616,0.927,7,-4.434,0.0751,0.00192,0.0144,0.354,0.586,116.02
Lost in Some Dream,Isaac Roux,0.481,0.34,9,-11.006,0.0324,0.699,0.00297,0.132,0.248,164.683
Love is Dumb,Raleigh Ritchie,0.731,0.77,7,-4.987,0.0415,0.0143,0.000818,0.0827,0.353,121.012
A Love Like This,New Kids On The Block,0.649,0.638,4,-6.079,0.0262,0.0769,0.0,0.108,0.492,95.003
LUBE,Adam Lambert,0.738,0.776,2,-6.687,0.0475,0.0694,0.0116,0.101,0.409,129.049
Mamma Mia,Ripley Alexander,0.387,0.285,11,-6.861,0.0398,0.667,0.0,0.0914,0.459,207.393
Mango Maracuja,Egon Werler,0.509,0.937,11,-4.094,0.106,0.0371,0.0038,0.424,0.703,170.165
Meilen,Kane,0.507,0.459,5,-11.043,0.11,0.541,0.000656,0.113,0.32,93.386
Memories,Stanfour,0.651,0.828,0,-3.01,0.0546,0.0448,0.0,0.52,0.664,121.042
Miles On It,"Marshmello, Kane Brown",0.634,0.761,5,-4.752,0.0472,0.00537,0.0,0.549,0.785,129.963
Miracle,Shaznay Lewis,0.516,0.886,4,-4.891,0.0385,0.00608,1.3e-05,0.101,0.281,174.045
Miss Flower,Emilíana Torrini,0.77,0.498,2,-10.556,0.363,0.594,0.0734,0.112,0.523,119.967
Moda Disko,"Kazy Lambist, Glasses, Den Ze",0.796,0.679,10,-8.704,0.0454,0.182,0.753,0.146,0.715,130.999
The Moment,"Carlita, SG Lewis",0.647,0.695,5,-7.997,0.0321,0.0374,0.023,0.103,0.202,122.979
Moonlight,Darin,0.619,0.697,9,-6.157,0.0846,0.0254,0.0,0.118,0.619,117.965
MUSCLE,METTE,0.751,0.9,7,-4.653,0.144,0.00678,0.0,0.195,0.862,126.003
Music is Better,RÜFÜS DU SOL,0.6,0.786,4,-6.392,0.0329,0.00394,0.0533,0.674,0.379,121.97
Navigating,Twenty One Pilots,0.426,0.869,11,-4.361,0.14,0.00336,0.0,0.152,0.328,165.998
A new bohemia - radio edit,Pet Shop Boys,0.36,0.716,3,-4.315,0.04,0.216,0.000848,0.174,0.382,143.989
Nirvana,"Kazy Lambist, Julietta",0.629,0.821,9,-7.829,0.0351,0.0582,0.693,0.15,0.252,111.972
No Hay Ley Parte 2 (with Rauw Alejandro),"Kali Uchis, Rauw Alejandro",0.788,0.666,1,-6.244,0.0585,0.0254,0.0,0.242,0.233,119.951
Nothing Really Matters - Club 69 Radio Mix,"Madonna, Peter Rauhofer",0.488,0.735,7,-7.514,0.0448,0.0719,0.00156,0.0644,0.12,127.987
Oceans,Moglii,0.657,0.481,4,-11.459,0.221,0.634,0.00251,0.431,0.365,114.977
on air,"Moby, serpentwithfeet",0.317,0.523,9,-7.598,0.0294,0.355,4.89e-05,0.164,0.0912,139.248
One Last Gift - Edit,Fink,0.595,0.678,7,-10.752,0.0301,0.796,0.824,0.175,0.359,109.942
The Other Side,Stephen Sanchez,0.317,0.595,3,-7.269,0.0509,0.381,0.00108,0.0824,0.511,168.114
Paladin Strait,Twenty One Pilots,0.33,0.491,5,-9.458,0.0628,0.0121,1.11e-06,0.0892,0.169,119.023
Planet Blue,"Carlita, Cleo Simone",0.622,0.868,6,-6.521,0.0367,0.0544,0.86,0.114,0.394,129.0
Potential,Lauv,0.597,0.648,1,-4.967,0.0418,0.014,0.0,0.064,0.0878,81.982
Rainbow's End,"Mariah Carey, David Morales",0.724,0.877,8,-6.993,0.0309,0.00534,0.00316,0.205,0.863,126.032
Red Leather,"Future, Metro Boomin, J. Cole",0.676,0.607,6,-4.792,0.372,0.51,0.00143,0.12,0.601,170.047
Reiner Wein,Gwen Dolyn,0.603,0.482,7,-8.465,0.0385,0.7,0.000491,0.0967,0.233,144.117
Riddles,Clementine Douglas,0.761,0.65,9,-5.516,0.047,0.145,0.00154,0.106,0.213,115.0
sag was,"Paula Hartmann, t-low",0.711,0.484,0,-9.166,0.0974,0.299,0.0,0.103,0.243,148.003
Sandra,"REDLAUGH, Sandra",0.611,0.774,11,-8.995,0.0389,0.214,0.697,0.122,0.147,103.01
Set My Heart On Fire (I'm Alive x And The Beat Goes On) - The Jammin Kid Mash-Up,"The Jammin Kid, Majestic, Céline Dion",0.693,0.884,7,-3.816,0.0531,0.0511,0.000941,0.185,0.895,111.964
Shallow Water,Elderbrook,0.744,0.718,5,-7.567,0.0423,0.316,0.204,0.467,0.272,120.01
"She’s Gone, Dance On",Disclosure,0.534,0.943,1,-4.812,0.0496,0.000215,0.794,0.0929,0.375,134.004
So I,Charli xcx,0.725,0.478,2,-7.333,0.0298,0.739,4.3e-06,0.0945,0.53,116.055
spring!,JORIS,0.657,0.836,6,-6.745,0.0796,0.0447,0.000383,0.167,0.436,114.028
Stay - Live,IAM LAVRANS,0.496,0.501,7,-6.525,0.0283,0.368,1.78e-06,0.129,0.0776,112.027
Sun/Shade,Henry Green,0.562,0.842,8,-7.874,0.0394,0.0127,0.947,0.0984,0.0399,124.995
Talk talk,Charli xcx,0.579,0.892,0,-5.636,0.282,0.0455,0.0,0.137,0.639,130.146
Tantrums (feat. James Blake),"Normani, James Blake",0.74,0.593,0,-5.86,0.0627,0.467,5.61e-06,0.0914,0.412,113.029
That's Us/Wild Combination,"Christine and the Queens, Rahim Redcar",0.681,0.541,5,-10.846,0.0367,0.458,0.451,0.397,0.332,134.006
Thrown Around,James Blake,0.495,0.769,2,-5.754,0.0396,0.566,0.00202,0.114,0.354,127.98
Time - Edit,Carlita,0.633,0.776,5,-8.557,0.0359,0.28,0.195,0.178,0.0872,124.982
SEMPRE / JAMAIS (feat. Angèle),"Mahmood, Angèle",0.739,0.593,8,-7.583,0.0552,0.328,0.00033,0.361,0.433,112.012
For An Angel - Öwnboss Remix Edit,"Paul van Dyk, Öwnboss",0.556,0.874,2,-7.999,0.0326,0.000461,0.636,0.156,0.0717,128.002
Forever Young,"David Guetta, Alphaville, Ava Max",0.558,0.655,0,-5.476,0.0379,0.208,0.0,0.0854,0.39,129.89
World Gone Wild (feat. Sam Martin),"Robin Schulz, CYRIL, Sam Martin",0.634,0.714,7,-7.529,0.104,0.00882,0.0025,0.374,0.409,127.993
LIEBE (feat. Nina Chuba),"Ufo361, Nina Chuba",0.676,0.544,2,-8.048,0.167,0.194,5.14e-06,0.345,0.59,141.87
Sympathy is a knife featuring ariana grande,"Charli xcx, Ariana Grande",0.711,0.603,3,-7.815,0.0405,0.0962,0.0,0.112,0.339,135.151
Freed From Desire (2024 Version) - Diplo Edit,"Gala, Diplo",0.699,0.85,2,-4.974,0.0716,0.127,0.000594,0.147,0.107,131.022
Last Summer,"FAST BOY, Moby, Sophie and the Giants",0.554,0.894,3,-5.55,0.0453,0.00639,0.00438,0.0979,0.531,141.959
Austin (Boots Stop Workin') - DMNDS Remix,"Dasha, DMNDS",0.837,0.858,0,-4.719,0.155,0.0669,3.89e-06,0.0978,0.573,125.953
Destination Calabria,"Charming Horses, Chris van Dutch",0.692,0.951,2,-3.951,0.0426,0.0198,0.000104,0.0778,0.73,125.024
Espresso,Crystal Rock,0.695,0.952,9,-4.919,0.121,0.301,0.000819,0.603,0.79,139.908
Warning Signs,Loreen,0.44,0.85,5,-4.845,0.168,0.0582,0.0,0.322,0.547,123.351
Move (feat. Camila Cabello),"Adam Port, Stryv, Camila Cabello, Keinemusik, Malachiii, Orso",0.74,0.775,8,-7.626,0.0369,0.277,0.0073,0.0904,0.824,120.04
Studio 24,Cascada,0.769,0.783,3,-5.245,0.0284,0.0116,1.97e-05,0.0473,0.941,124.003
Juno,Sabrina Carpenter,0.633,0.725,5,-4.257,0.0427,0.0461,0.0,0.205,0.64,130.504
The Heat,"Alok, Jazzy",0.709,0.863,9,-3.7,0.0405,0.00973,0.000174,0.126,0.653,129.999
Someone For Me,Kylie Minogue,0.755,0.765,5,-7.807,0.202,0.157,4.73e-06,0.146,0.693,119.968
Smile Boy,"Niklas Dee, A7S",0.572,0.91,6,-4.6,0.204,0.434,0.0,0.201,0.639,145.106
Embrace It,Ndotz,0.882,0.645,1,-7.233,0.0601,0.475,4.13e-05,0.057,0.788,114.933
Take Me to the Beach (feat. Baker Boy),"Imagine Dragons, Baker Boy",0.826,0.71,8,-5.054,0.0999,0.0408,0.0,0.123,0.867,105.05
rain,mxmtoon,0.697,0.555,7,-6.942,0.0278,0.578,0.00164,0.0634,0.586,111.018
Wildflowers,Nao,0.735,0.685,0,-5.53,0.044,0.247,0.000113,0.136,0.639,120.004
Angel,"Old Jim, VIZE",0.488,0.988,6,-4.545,0.05,0.000549,0.0833,0.0964,0.432,149.982
Hungry,"Wankelmut, The Gardener & The Tree",0.656,0.838,0,-5.71,0.0682,0.0187,8.48e-06,0.291,0.564,127.941
Er ist broke,"Achtabahn, DUEJA, Romero",0.821,0.822,10,-6.112,0.101,0.0451,1.04e-06,0.138,0.236,131.994
CAVE (with Tove Lo),"Dom Dolla, Tove Lo",0.487,0.674,6,-3.725,0.0473,0.387,5.2e-05,0.475,0.108,87.537
Fantasy,JADE,0.669,0.751,9,-4.378,0.0449,0.0249,0.000357,0.141,0.546,120.004
breaking news,flowerovlove,0.686,0.796,0,-3.088,0.0298,0.254,0.0,0.354,0.937,129.935
Cinema,"YouNotUs, Cheat Codes, BARBZ",0.547,0.87,11,-5.079,0.0492,0.0124,1.92e-05,0.38,0.255,129.985
Another Life (Marcus & Martinus vs VIZE),"Marcus & Martinus, VIZE",0.617,0.839,9,-4.684,0.083,0.102,0.000157,0.323,0.344,127.982
Love The Way You Lie (feat. Norma Jean Martine),"Jax Jones, Azteck, Norma Jean Martine",0.608,0.846,10,-4.26,0.0837,0.00309,0.000986,0.149,0.193,144.957
Born With a Broken Heart,Damiano David,0.326,0.834,11,-3.189,0.0536,0.00108,0.0,0.101,0.59,171.758
Be Alright,Joel Corry,0.49,0.818,4,-4.811,0.15,0.0568,0.0,0.083,0.383,129.034
Still Into You,"CYRIL, maryjo",0.955,0.571,0,-7.045,0.254,0.0147,1.03e-05,0.0986,0.681,128.066
Codeine,"LYOD, Alexis Troy",0.714,0.77,6,-5.887,0.0462,0.0269,0.0492,0.132,0.198,106.005
Back To You,Benjamin Ingrosso,0.4,0.793,4,-5.357,0.0425,0.0896,0.0,0.202,0.329,176.023
Rock n Roll,"Leony, G-Eazy",0.748,0.743,8,-7.94,0.0971,0.285,1.34e-05,0.106,0.223,122.95
Believe (Shooting Stars),"R3HAB, Mufasa & Hypeman, Mufasa, RANI",0.75,0.759,11,-4.574,0.042,0.0148,0.003,0.0573,0.703,125.971
Whiplash,aespa,0.863,0.9,10,-2.974,0.0448,0.0953,0.0212,0.0786,0.748,126.023
Freedom Of The Night,Sophie Ellis-Bextor,0.646,0.729,7,-4.989,0.0364,0.00299,0.0,0.471,0.523,123.972
That’s So True,Gracie Abrams,0.554,0.808,1,-4.169,0.0368,0.214,0.0,0.159,0.372,108.548
